Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012.0,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,,,2,3
The Lord of the Rings: Conquest,2009.0,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,110.0,Pandemic Studios,T,28,0
Far Cry 4,2014.0,Ubisoft,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,Ubisoft Montreal,M,13,8
Monster Hunter 2,,Capcom,0.0,0.0,0.63,0.0,0.63,,,,,,,16,7
NASCAR 06: Total Team Control,2005.0,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,EA Sports,E,16,6
Dogz,2004.0,Ubisoft,0.45,0.17,0.0,0.01,0.63,,,,,,,6,9
A Bug's Life,1998.0,Activision,0.49,0.13,0.0,0.01,0.63,,,,,,,10,4
Super Castlevania IV,1991.0,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,,,,,,,23,4
Iron Man,2008.0,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,Artificial Mind and Movement,T,19,0
White Knight Chronicles II,2010.0,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.1,64.0,Level 5,T,17,7
Mobile Suit Z Gundam: AEUG vs. Titans,2003.0,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,,,16,2
Juiced 2: Hot Import Nights,2007.0,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.6,21.0,Juice Games,T,28,6
Wolfenstein,2009.0,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,"id Software, Raven Software",M,17,8
The Walking Dead: Survival Instinct,2013.0,Activision,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,410.0,Terminal Reality,M,28,8
The Sims 3: Generations,2011.0,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,The Sims Studio,T,13,9
Ape Escape 2,2002.0,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,32.0,SCE Japan Studio,E,16,4
Rocksmith 2014,2014.0,Ubisoft,0.35,0.17,0.0,0.11,0.63,,,,,,,18,3
X-Man,1982.0,Universal Gamex,0.58,0.04,0.0,0.01,0.63,,,,,,,0,0
Sega Rally Revo,2007.0,Sega,0.07,0.42,0.0,0.14,0.63,75.0,40.0,7.0,20.0,SEGA Racing Studio,E,17,6
Shin Megami Tensei: Persona 3 FES,2007.0,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89.0,25.0,8.3,296.0,Atlus Co.,M,16,7
FIFA Soccer 2002,2001.0,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17.0,5.8,28.0,EA Sports,E,16,10
Angry Birds Trilogy,2012.0,Activision,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0,Exient Entertainment,E,2,0
Final Fantasy VII International,1997.0,Square,0.0,0.0,0.59,0.04,0.63,,,,,,,15,7
Condemned 2: Bloodshot,2008.0,Sega,0.38,0.19,0.0,0.06,0.63,80.0,76.0,8.4,178.0,Monolith Productions,M,28,0
Okami,2006.0,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,69.0,9.3,327.0,Clover Studio,T,16,0
Shin Megami Tensei: Persona 3 Portable,2009.0,Ghostlight,0.18,0.06,0.34,0.05,0.63,89.0,40.0,8.3,317.0,Atlus,M,19,7
Crash of the Titans,2007.0,Vivendi Games,0.25,0.24,0.0,0.14,0.63,,,7.1,24.0,SuperVillain Studios,E10+,19,0
NHL 2001,2000.0,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10.0,7.7,7.0,Page 44 Studios,E,15,10
Crysis 3,2013.0,Electronic Arts,0.17,0.39,0.0,0.07,0.63,76.0,47.0,6.5,1223.0,Crytek,M,13,8
Buzz Lightyear of Star Command,2000.0,Activision,0.35,0.24,0.0,0.04,0.63,54.0,10.0,5.3,4.0,Traveller's Tales,E,15,4
NHL 16,2015.0,Electronic Arts,0.36,0.16,0.0,0.11,0.63,78.0,28.0,5.5,157.0,"EA Sports, EA Canada",E10+,18,10
Namco Museum,2002.0,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,62.0,10.0,,,Mass Media,E,7,3
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,Activision,0.34,0.23,0.0,0.06,0.63,,,,,,,28,8
Cabela's Big Game Hunter (2008),2007.0,Activision,0.58,0.0,0.0,0.05,0.63,,,,,MagicWand,T,26,10
Tony Hawk's Project 8,2006.0,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43.0,7.2,14.0,Neversoft Entertainment,T,17,10
Ghostbusters: The Video Game,2009.0,Atari,0.43,0.14,0.0,0.06,0.63,79.0,53.0,8.5,125.0,Terminal Reality,T,28,0
XCOM: Enemy Unknown,2012.0,Take-Two Interactive,0.36,0.21,0.0,0.05,0.62,90.0,35.0,8.3,366.0,Firaxis Games,M,28,11
Nobunaga no Yabou: Haouden,1993.0,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,,,,,,,23,11
Virtua Cop,1995.0,Sega,0.0,0.0,0.62,0.0,0.62,,,,,,,21,8
Metal Gear Solid 2: Substance,,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.5,39.0,KCEJ,M,29,0
Tony Hawk's American Wasteland,2005.0,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,7.7,15.0,Neversoft Entertainment,T,29,10
WWF in Your House,1996.0,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,,,15,2
Wild ARMs 3,2002.0,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30.0,8.4,38.0,"Media Vision, Contrail",T,16,7
NBA ShootOut '97,1997.0,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,,,15,10
Family Feud: 2010 Edition,2009.0,Ubisoft,0.58,0.0,0.0,0.04,0.62,,,,,Ludia Inc.,E,26,3
Madden NFL 07,2006.0,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,9.2,5.0,EA Tiburon,E,7,10
LEGO Jurassic World,2015.0,Warner Bros. Interactive Entertainment,0.31,0.23,0.03,0.05,0.62,,,7.2,11.0,TT Games,E10+,2,0
Battlezone,1982.0,Atari,0.58,0.03,0.0,0.01,0.62,,,,,,,0,8
Tiger Woods PGA Tour 2004,2003.0,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18.0,8.2,14.0,EA Sports,E,29,10
Test Drive Unlimited 2,,Atari,0.16,0.34,0.01,0.12,0.62,70.0,43.0,6.1,44.0,Eden,T,17,6
Tak 2: The Staff of Dreams,2004.0,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8.0,10.0,Avalanche Software,E,16,4
Just Dance 3,2011.0,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,5.0,6.0,7.0,Ubisoft,E10+,17,3
LEGO Pirates of the Caribbean: The Video Game,2011.0,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+,2,0
Donkey Kong Barrel Blast,2007.0,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,6.8,26.0,Paon Corporation,E,26,6
The Princess and the Frog,2009.0,Disney Interactive Studios,0.41,0.16,0.0,0.05,0.62,,,,,Griptonite Games,E,4,4
Disney Infinity 2.0: Marvel Super Heroes,2014.0,Disney Interactive Studios,0.27,0.25,0.0,0.1,0.62,,,,,,,18,0
Viewtiful Joe,2003.0,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,Clover Studio,T,7,0
The Urbz: Sims in the City,2004.0,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,9.2,25.0,Griptonite Games,E,6,9
Beetle Adventure Racing!,1999.0,Electronic Arts,0.4,0.2,0.0,0.02,0.62,,,,,,,10,6
Guitar Hero: Metallica,2009.0,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,8.0,48.0,Neversoft Entertainment,T,17,3
Disney's 102 Dalmatians: Puppies to the Rescue,2000.0,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,,,,,Toys for Bob,E,15,4
Strike Force Bowling,2004.0,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,Lab Rats Games,E,16,10
Halloween,1982.0,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,,,,,,,0,0
Red Steel 2,2010.0,Ubisoft,0.35,0.2,0.01,0.06,0.62,80.0,73.0,8.6,178.0,Ubisoft Paris,T,26,8
Bass Landing,1999.0,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,,,,,,,15,10
XGRA: Extreme G-Racing Association,2004.0,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T,16,6
Mafia III,2016.0,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,Hangar 13,M,30,0
Bolt,2008.0,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,,,,,,,4,1
Mario's Picross,1995.0,Nintendo,0.0,0.0,0.62,0.0,0.62,,,,,,,5,5
Pac-Man Player's Choice Bundle,2003.0,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,,,,,,,7,3
Fighters MEGAMiX,1996.0,Sega,0.0,0.0,0.62,0.0,0.62,,,,,,,21,2
Bahamut Lagoon,1996.0,SquareSoft,0.0,0.0,0.62,0.0,0.62,,,,,,,23,7
Prince of Persia: The Forgotten Sands,2010.0,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,T,28,0
Warriors Orochi 3,2011.0,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,Omega Force,T,17,0
Tomb Raider III: Adventures of Lara Croft,1998.0,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,,,8.2,29.0,Core Design Ltd.,T,13,0
DJ Hero 2,2010.0,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,T,26,3
Toshochu: Run for Money,2012.0,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,,,,,,,2,1
Dragon Quest Monsters: Joker 2 Professional,2011.0,Square Enix,0.0,0.0,0.62,0.0,0.62,,,,,,,4,7
NFL Quarterback Club 99,1998.0,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,,,,,,,10,10
Super Robot Taisen α Gaiden,2001.0,Banpresto,0.0,0.0,0.58,0.04,0.62,,,,,,,15,11
Tiger Woods PGA Tour 12: The Masters,2011.0,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50.0,6.1,25.0,Electronic Arts,E,28,10
Battle of Giants: Dragons,2009.0,Ubisoft,0.3,0.25,0.0,0.06,0.62,,,6.0,4.0,Ubisoft Quebec,E10+,4,11
Wall-E,2008.0,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32.0,6.3,6.0,Heavy Iron Studios,E,28,4
Start the Party!,2010.0,Sony Computer Entertainment,0.07,0.41,0.0,0.13,0.62,,,,,,,17,3
Formula 1: Championship Edition,2006.0,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,,,,,,,17,6
Harry Potter and the Half-Blood Prince,2009.0,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9.0,4.3,7.0,EA Bright Light,E,4,0
NieR,2010.0,Square Enix,0.17,0.18,0.2,0.07,0.61,68.0,58.0,8.4,263.0,Cavia Inc.,M,17,7
2014 FIFA World Cup Brazil,2014.0,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73.0,33.0,4.3,87.0,EA Canada,E,17,10
Phoenix Wright: Ace Attorney - Trials and Tribulations,2007.0,Capcom,0.3,0.03,0.25,0.03,0.61,,,,,,,4,1
NBA 2K9,2008.0,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30.0,7.0,37.0,Visual Concepts,E,17,10
SpongeBob's Atlantis SquarePantis,2007.0,THQ,0.56,0.0,0.0,0.04,0.61,,,5.5,6.0,THQ,E,26,0
SingStar Singalong With Disney,2008.0,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,,,,,,,16,3
NFL Fever 2003,2002.0,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72.0,25.0,8.6,12.0,Microsoft Game Studios,E,29,10
Samurai Warriors 2,2006.0,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,Omega Force,T,16,0
Wet,2009.0,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70.0,61.0,6.4,55.0,Artificial Mind and Movement,M,17,8
Cooking Mama 4: Kitchen Magic!,2011.0,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,Cooking Mama Limited,E,2,9
Scribblenauts: Unlimited,2012.0,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,13.0,7.4,21.0,5TH Cell,E10+,2,0
The Black Eyed Peas Experience,2011.0,Ubisoft,0.37,0.19,0.0,0.06,0.61,,,,,Ubisoft Quebec,T,26,3
2 Games in 1: Sonic Battle & ChuChu Rocket!,2005.0,THQ,0.44,0.16,0.0,0.01,0.61,,,,,,,6,3
Fire Emblem: Shadow Dragon,2008.0,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42.0,7.0,106.0,Intelligent Systems,E10+,4,7
Plants vs. Zombies: Garden Warfare,2014.0,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75.0,23.0,7.6,259.0,PopCap,E10+,18,8
Metroid Prime: Trilogy,2009.0,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,9.3,316.0,Retro Studios,T,26,8
Robotech: Battlecry,2002.0,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20.0,8.5,8.0,Vicious Cycle,T,16,8
Dora the Explorer: Super Spies,2004.0,Gotham Games,0.44,0.16,0.0,0.01,0.61,,,8.0,5.0,Cinegroupe,E,6,4
Disney Universe,2011.0,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,E10+,17,0
Advance Wars: Days of Ruin,,Nintendo,0.43,0.12,0.0,0.05,0.61,86.0,55.0,8.7,96.0,Intelligent Systems,E10+,4,11
Jak and Daxter: The Lost Frontier,2009.0,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,71.0,47.0,6.3,28.0,High Impact Games,E10+,19,4
Texas Hold 'Em Poker,2004.0,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.8,6.0,Skyworks Technologies,E,6,3
Time Crisis 3,2003.0,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29.0,8.1,12.0,Namco,T,16,8
WWE SmackDown vs. Raw 2010,2009.0,THQ,0.25,0.22,0.0,0.14,0.61,,,6.6,8.0,Yuke's,T,19,2
Vanquish,2010.0,Sega,0.21,0.21,0.11,0.08,0.61,84.0,61.0,8.1,304.0,PlatinumGames,M,17,8
Ganbaru Watashi no Kakei Diary,2007.0,Nintendo,0.0,0.0,0.61,0.0,0.61,,,,,,,4,3
Tearaway,2013.0,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,87.0,82.0,8.9,391.0,Media Molecule,E,20,1
Small Soldiers,1998.0,Electronic Arts,0.34,0.23,0.0,0.04,0.61,,,,,,,15,4
Half-Life 2,2005.0,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35.0,8.6,115.0,Valve Software,M,29,8
Duke Nukem: Total Meltdown,1997.0,GT Interactive,0.34,0.23,0.0,0.04,0.61,,,,,,,15,8
Tony Hawk: RIDE,2009.0,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3.0,67.0,Robomodo,E10+,28,10
Borderlands: The Pre-Sequel,2014.0,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77.0,24.0,6.3,130.0,2K Australia,M,17,8
Major League Baseball 2K8,2008.0,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,28.0,5.9,34.0,Kush Games,E,28,10
Sacred 2: Fallen Angel,2009.0,Deep Silver,0.22,0.22,0.08,0.09,0.61,70.0,45.0,7.1,51.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,17,7
pro evolution soccer 2011,2010.0,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,79.0,43.0,5.9,33.0,Konami,E,28,10
Major League Baseball 2K9,2009.0,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29.0,5.3,26.0,2K Sports,E,28,10
Final Fantasy IV Advance,2005.0,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,7.3,70.0,TOSE,E10+,6,7
Dragon Ball Z: Ultimate Tenkaichi,2011.0,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58.0,26.0,5.4,77.0,Spike,T,17,2
Madden NFL 2003,2002.0,Electronic Arts,0.44,0.16,0.0,0.01,0.61,76.0,5.0,,,BudCat,E,6,10
Tomb Raider (2013),2014.0,Square Enix,0.35,0.21,0.0,0.05,0.61,,,,,,,30,0
Petz: Dogz Pack,2008.0,Ubisoft,0.56,0.0,0.0,0.05,0.61,,,,,,,4,9
Harry Potter and the Goblet of Fire,2005.0,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.0,8.0,Magic Pockets,E,6,0
Tomb Raider Chronicles,1999.0,Eidos Interactive,0.34,0.23,0.0,0.04,0.61,,,,,,,15,0
Dragon Ball Z: Buu's Fury,2004.0,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.9,39.0,Webfoot Technologies,E,6,0
Madden NFL 2002,2001.0,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89.0,12.0,,,EA Sports,E,7,10
Spider-Man: Mysterio's Menace,2001.0,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,E,6,0
Madden NFL 2000,1999.0,Electronic Arts,0.58,0.02,0.0,0.0,0.61,,,,,,,10,10
Game & Watch Gallery 4,2002.0,Nintendo,0.43,0.16,0.0,0.01,0.61,,,,,,,6,3
MySims Racing,2009.0,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,7.3,4.0,EA Games,E,4,6
Naruto: Ultimate Ninja,2003.0,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.7,35.0,CyberConnect2,T,16,2
Pac-Man Party,2010.0,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59.0,14.0,5.9,8.0,TOSE,E10+,26,3
Cabela's Monster Buck Hunter,2010.0,Activision,0.57,0.0,0.0,0.03,0.61,,,,,FUN Labs,T,26,10
Tony Hawk's Underground,2003.0,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,Vicarious Visions,E,6,10
Dark Souls II,2015.0,Namco Bandai Games,0.21,0.23,0.08,0.09,0.6,,,,,,,18,7
Monster Trucks,2004.0,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,,,,,Skyworks Technologies,E,6,6
World of Zoo,2009.0,THQ,0.4,0.15,0.0,0.05,0.6,,,8.2,6.0,Blue Fang Games,E,26,9
Shadow The Hedgehog,2005.0,Sega,0.5,0.02,0.0,0.08,0.6,45.0,28.0,6.0,137.0,Sonic Team,E10+,16,4
Wave Race: Blue Storm,2001.0,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.3,29.0,Nintendo,E,7,6
Aliens: Colonial Marines,2013.0,Sega,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.6,295.0,Gearbox Software,M,17,8
Backyard Wrestling: Don't Try This at Home,2003.0,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51.0,24.0,7.8,29.0,Paradox Development,M,16,2
Yakuza: Dead Souls,2011.0,Sega,0.09,0.06,0.42,0.03,0.6,64.0,55.0,7.4,69.0,Ryu ga Gotoku Studios,M,17,8
Fight Night Round 2,2005.0,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,48.0,8.8,27.0,EA Sports,T,29,2
MonHun Nikki: Poka Poka Ailu Mura,2010.0,Capcom,0.0,0.0,0.6,0.0,0.6,,,,,,,19,7
Dead Island: Riptide,2013.0,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,140.0,Techland,M,17,0
Just Dance 2015,2014.0,Ubisoft,0.42,0.13,0.0,0.06,0.6,,,8.3,6.0,Ubisoft,E10+,28,3
Kinect Sports Rivals,2014.0,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60.0,53.0,5.1,144.0,Microsoft Game Studios,E10+,30,10
NBA 2K8,2007.0,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,72.0,7.0,6.0,9.0,Visual Concepts,E,16,10
Dynasty Warriors 8,2013.0,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.5,75.0,Omega Force,T,17,0
Suikoden,1995.0,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,,,,,,,15,7
Disney Infinity,2013.0,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71.0,10.0,7.6,58.0,Avalanche Software,E10+,27,0
Secret Agent Clank,2009.0,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,61.0,9.0,6.7,14.0,Sanzaru Games,E10+,16,4
Call of Juarez: Bound in Blood,2009.0,Ubisoft,0.3,0.24,0.0,0.06,0.6,77.0,77.0,7.6,94.0,Techland,M,28,8
Fighters Uncaged,2010.0,Ubisoft,0.31,0.23,0.0,0.06,0.6,32.0,38.0,4.6,23.0,Ubisoft,T,28,2
Rayman Arena,2001.0,Ubisoft,0.29,0.23,0.0,0.08,0.6,63.0,10.0,8.6,8.0,Ubisoft,E,16,6
Jaws Unleashed,2006.0,THQ,0.5,0.02,0.0,0.08,0.6,52.0,29.0,7.5,39.0,Appaloosa Interactive,M,16,0
Puyo Puyo Sun,1997.0,Compile,0.0,0.0,0.6,0.0,0.6,,,,,,,21,5
Half-Life,2001.0,Vivendi Games,0.29,0.23,0.0,0.08,0.6,87.0,24.0,8.6,94.0,Gearbox Software,M,16,8
International Superstar Soccer 64,1997.0,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,,,,,,,10,10
Mickey's Speedway USA,2000.0,Nintendo,0.37,0.08,0.14,0.01,0.6,,,,,,,10,6
NASCAR Heat 2002,2001.0,Infogrames,0.29,0.23,0.0,0.08,0.6,81.0,14.0,,,Monster Games Inc.,E,16,6
Split/Second,2010.0,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.6,82.0,78.0,8.1,101.0,Black Rock Studio,E10+,28,6
The Golden Compass,2007.0,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,Artificial Mind and Movement,E10+,4,0
The Golden Compass,,Sega,0.26,0.28,0.0,0.07,0.6,35.0,12.0,6.8,6.0,Shiny Entertainment,E10+,26,0
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007.0,Activision,0.51,0.04,0.0,0.05,0.6,,,,,,,28,0
From TV Animation One Piece: Grand Battle 2,2002.0,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6,,,,,,,15,2
BeatMania Append 3rdMix,1998.0,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6,,,,,,,15,9
Muramasa: The Demon Blade,2009.0,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81.0,58.0,8.7,101.0,Vanillaware,T,26,7
Disney TH!NK Fast: The Ultimate Trivia Showdown,2008.0,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.6,,,,,,,26,3
 Frozen: Olaf's Quest,2013.0,Disney Interactive Studios,0.27,0.27,0.0,0.05,0.6,,,,,,,2,4
Xena: Warrior Princess,1998.0,Electronic Arts,0.33,0.23,0.0,0.04,0.6,,,,,,,15,1
Littlest Pet Shop: Garden,2008.0,Electronic Arts,0.31,0.23,0.0,0.06,0.6,,,,,Electronic Arts,E,4,9
Okami,2008.0,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,44.0,8.9,236.0,Ready at Dawn,T,26,0
New Play Control! Pikmin 2,2009.0,Nintendo,0.11,0.13,0.33,0.02,0.6,,,,,,,26,11
LEGO The Hobbit,2014.0,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,72.0,47.0,6.6,88.0,TT Games,E10+,18,0
Front Mission,1995.0,SquareSoft,0.0,0.0,0.6,0.0,0.6,,,,,,,23,11
WWE 2K17,2016.0,Take-Two Interactive,0.17,0.34,0.0,0.09,0.6,69.0,50.0,6.9,88.0,Yuke's,T,18,10
Just Dance 2014,2013.0,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,E10+,27,3
New Play Control! Donkey Kong Jungle Beat,2008.0,Nintendo,0.23,0.17,0.14,0.05,0.6,,,,,,,26,4
Wipeout: The Game,2010.0,Activision,0.56,0.0,0.0,0.04,0.6,,,,,Endemol,E,4,3
Avatar: The Game,2009.0,Ubisoft,0.22,0.24,0.0,0.14,0.6,,,,,,,19,0
NHL 15,2014.0,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,28.0,3.6,306.0,EA Sports,E10+,18,10
Total War: Shogun 2,2011.0,Sega,0.19,0.31,0.0,0.09,0.6,90.0,62.0,8.3,1180.0,Creative Assembly,T,13,11
Major League Baseball 2K7,2007.0,Spike,0.29,0.23,0.0,0.08,0.6,71.0,5.0,,,Kush Games,E,16,10
Dai-2-Ji Super Robot Taisen α,2003.0,Banpresto,0.0,0.0,0.6,0.0,0.6,,,,,,,16,11
PGR3 - Project Gotham Racing 3,2005.0,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,,,,,,,28,6
Dragon Age: Inquisition,2014.0,Electronic Arts,0.27,0.18,0.05,0.09,0.6,,,5.2,242.0,BioWare,M,17,7
SimCity DS,2007.0,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,27.0,6.3,18.0,Aki Corp.,E,4,9
New Carnival Games,2010.0,Take-Two Interactive,0.33,0.21,0.0,0.05,0.59,,,,,Cat Daddy Games,E,26,3
Hot Wheels: Stunt Track Challenge,2004.0,THQ,0.29,0.23,0.0,0.08,0.59,62.0,8.0,8.1,8.0,Climax Group,E,16,6
Littlest Pet Shop: Jungle,2008.0,Electronic Arts,0.34,0.2,0.0,0.06,0.59,,,,,Electronic Arts,E,4,9
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,2005.0,Banpresto,0.0,0.0,0.59,0.0,0.59,,,,,,,16,11
FIFA 15,2014.0,Electronic Arts,0.08,0.35,0.05,0.12,0.59,,,3.1,42.0,EA Sports,E,20,10
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,1997.0,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.59,,,,,,,15,10
Monopoly,2008.0,Electronic Arts,0.34,0.2,0.0,0.06,0.59,56.0,9.0,5.8,17.0,EA Bright Light,E,28,3
Tony Hawk: RIDE,2009.0,Activision,0.38,0.14,0.0,0.07,0.59,44.0,29.0,2.1,31.0,Robomodo,E10+,17,10
CyberTiger,1998.0,Electronic Arts,0.33,0.22,0.0,0.04,0.59,,,,,,,15,10
Jampack Fall 2001,2001.0,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,,,,,,,15,3
